61,1970-03-02,2,3,1970,1,1
62,1970-03-03,3,3,1970,2,1
63,1970-03-04,4,3,1970,3,1
64,1970-03-05,5,3,1970,4,1
65,1970-03-06,6,3,1970,5,1
66,1970-03-07,7,3,1970,6,1
67,1970-03-08,8,3,1970,0,1
68,1970-03-09,9,3,1970,1,1
69,1970-03-10,10,3,1970,2,1
70,1970-03-11,11,3,1970,3,1
71,1970-03-12,12,3,1970,4,1
72,1970-03-13,13,3,1970,5,1
73,1970-03-14,14,3,1970,6,1
74,1970-03-15,15,3,1970,0,1
75,1970-03-16,16,3,1970,1,1
76,1970-03-17,17,3,1970,2,1
77,1970-03-18,18,3,1970,3,1
78,1970-03-19,19,3,1970,4,1
79,1970-03-20,20,3,1970,5,1
80,1970-03-21,21,3,1970,6,1
81,1970-03-22,22,3,1970,0,1
82,1970-03-23,23,3,1970,1,1
83,1970-03-24,24,3,1970,2,1
84,1970-03-25,25,3,1970,3,1
85,1970-03-26,26,3,1970,4,1
86,1970-03-27,27,3,1970,5,1
87,1970-03-28,28,3,1970,6,1
88,1970-03-29,29,3,1970,0,1
89,1970-03-30,30,3,1970,1,1
90,1970-03-31,31,3,1970,2,1
91,1970-04-01,1,4,1970,3,2
92,1970-04-02,2,4,1970,4,2
93,1970-04-03,3,4,1970,5,2
94,1970-04-04,4,4,1970,6,2
95,1970-04-05,5,4,1970,0,2
96,1970-04-06,6,4,1970,1,2
97,1970-04-07,7,4,1970,2,2
98,1970-04-08,8,4,1970,3,2
99,1970-04-09,9,4,1970,4,2
100,1970-04-10,10,4,1970,5,2
101,1970-04-11,11,4,1970,6,2
102,1970-04-12,12,4,1970,0,2
103,1970-04-13,13,4,1970,1,2
104,1970-04-14,14,4,1970,2,2
105,1970-04-15,15,4,1970,3,2
106,1970-04-16,16,4,1970,4,2
107,1970-04-17,17,4,1970,5,2
108,1970-04-18,18,4,1970,6,2
109,1970-04-19,19,4,1970,0,2
110,1970-04-20,20,4,1970,1,2
111,1970-04-21,21,4,1970,2,2
112,1970-04-22,22,4,1970,3,2
113,1970-04-23,23,4,1970,4,2
114,1970-04-24,24,4,1970,5,2
115,1970-04-25,25,4,1970,6,2
116,1970-04-26,26,4,1970,0,2
117,1970-04-27,27,4,1970,1,2
118,1970-04-28,28,4,1970,2,2
119,1970-04-29,29,4,1970,3,2
120,1970-04-30,30,4,1970,4,2
121,1970-05-01,1,5,1970,5,2
122,1970-05-02,2,5,1970,6,2
123,1970-05-03,3,5,1970,0,2
124,1970-05-04,4,5,1970,1,2
125,1970-05-05,5,5,1970,2,2
126,1970-05-06,6,5,1970,3,2
127,1970-05-07,7,5,1970,4,2
128,1970-05-08,8,5,1970,5,2
129,1970-05-09,9,5,1970,6,2
130,1970-05-10,10,5,1970,0,2
131,1970-05-11,11,5,1970,1,2
132,1970-05-12,12,5,1970,2,2
133,1970-05-13,13,5,1970,3,2
134,1970-05-14,14,5,1970,4,2
135,1970-05-15,15,5,1970,5,2
136,1970-05-16,16,5,1970,6,2
137,1970-05-17,17,5,1970,0,2
138,1970-05-18,18,5,1970,1,2
139,1970-05-19,19,5,1970,2,2
140,1970-05-20,20,5,1970,3,2
141,1970-05-21,21,5,1970,4,2
142,1970-05-22,22,5,1970,5,2
143,1970-05-23,23,5,1970,6,2
144,1970-05-24,24,5,1970,0,2
145,1970-05-25,25,5,1970,1,2
146,1970-05-26,26,5,1970,2,2
147,1970-05-27,27,5,1970,3,2
148,1970-05-28,28,5,1970,4,2
149,1970-05-29,29,5,1970,5,2
150,1970-05-30,30,5,1970,6,2
151,1970-05-31,31,5,1970,0,2
152,1970-06-01,1,6,1970,1,2
153,1970-06-02,2,6,1970,2,2
154,1970-06-03,3,6,1970,3,2
155,1970-06-04,4,6,1970,4,2
156,1970-06-05,5,6,1970,5,2
157,1970-06-06,6,6,1970,6,2
158,1970-06-07,7,6,1970,0,2
159,1970-06-08,8,6,1970,1,2
160,1970-06-09,9,6,1970,2,2
161,1970-06-10,10,6,1970,3,2
162,1970-06-11,11,6,1970,4,2
163,1970-06-12,12,6,1970,5,2
164,1970-06-13,13,6,1970,6,2
165,1970-06-14,14,6,1970,0,2
166,1970-06-15,15,6,1970,1,2
167,1970-06-16,16,6,1970,2,2
168,1970-06-17,17,6,1970,3,2
169,1970-06-18,18,6,1970,4,2
170,1970-06-19,19,6,1970,5,2
171,1970-06-20,20,6,1970,6,2
172,1970-06-21,21,6,1970,0,2
173,1970-06-22,22,6,1970,1,2
174,1970-06-23,23,6,1970,2,2
175,1970-06-24,24,6,1970,3,2
176,1970-06-25,25,6,1970,4,2
177,1970-06-26,26,6,1970,5,2
178,1970-06-27,27,6,1970,6,2
179,1970-06-28,28,6,1970,0,2
180,1970-06-29,29,6,1970,1,2
181,1970-06-30,30,6,1970,2,2
182,1970-07-01,1,7,1970,3,3
183,1970-07-02,2,7,1970,4,3
184,1970-07-03,3,7,1970,5,3
185,1970-07-04,4,7,1970,6,3
186,1970-07-05,5,7,1970,0,3
187,1970-07-06,6,7,1970,1,3
188,1970-07-07,7,7,1970,2,3
189,1970-07-08,8,7,1970,3,3
190,1970-07-09,9,7,1970,4,3
191,1970-07-10,10,7,1970,5,3
192,1970-07-11,11,7,1970,6,3
193,1970-07-12,12,7,1970,0,3
194,1970-07-13,13,7,1970,1,3
195,1970-07-14,14,7,1970,2,3
196,1970-07-15,15,7,1970,3,3
197,1970-07-16,16,7,1970,4,3
198,1970-07-17,17,7,1970,5,3
199,1970-07-18,18,7,1970,6,3
200,1970-07-19,19,7,1970,0,3
201,1970-07-20,20,7,1970,1,3
202,1970-07-21,21,7,1970,2,3
203,1970-07-22,22,7,1970,3,3
204,1970-07-23,23,7,1970,4,3
205,1970-07-24,24,7,1970,5,3
206,1970-07-25,25,7,1970,6,3
207,1970-07-26,26,7,1970,0,3
208,1970-07-27,27,7,1970,1,3
209,1970-07-28,28,7,1970,2,3
210,1970-07-29,29,7,1970,3,3
211,1970-07-30,30,7,1970,4,3
212,1970-07-31,31,7,1970,5,3
213,1970-08-01,1,8,1970,6,3
214,1970-08-02,2,8,1970,0,3
215,1970-08-03,3,8,1970,1,3
216,1970-08-04,4,8,1970,2,3
217,1970-08-05,5,8,1970,3,3
218,1970-08-06,6,8,1970,4,3
219,1970-08-07,7,8,1970,5,3
220,1970-08-08,8,8,1970,6,3
221,1970-08-09,9,8,1970,0,3
222,1970-08-10,10,8,1970,1,3
223,1970-08-11,11,8,1970,2,3
224,1970-08-12,12,8,1970,3,3
225,1970-08-13,13,8,1970,4,3
226,1970-08-14,14,8,1970,5,3
227,1970-08-15,15,8,1970,6,3
228,1970-08-16,16,8,1970,0,3
229,1970-08-17,17,8,1970,1,3
230,1970-08-18,18,8,1970,2,3
231,1970-08-19,19,8,1970,3,3
232,1970-08-20,20,8,1970,4,3
233,1970-08-21,21,8,1970,5,3
234,1970-08-22,22,8,1970,6,3
235,1970-08-23,23,8,1970,0,3
236,1970-08-24,24,8,1970,1,3
237,1970-08-25,25,8,1970,2,3
238,1970-08-26,26,8,1970,3,3
239,1970-08-27,27,8,1970,4,3
240,1970-08-28,28,8,1970,5,3
241,1970-08-29,29,8,1970,6,3
242,1970-08-30,30,8,1970,0,3
243,1970-08-31,31,8,1970,1,3
244,1970-09-01,1,9,1970,2,3
245,1970-09-02,2,9,1970,3,3
246,1970-09-03,3,9,1970,4,3
247,1970-09-04,4,9,1970,5,3
248,1970-09-05,5,9,1970,6,3
249,1970-09-06,6,9,1970,0,3
250,1970-09-07,7,9,1970,1,3
251,1970-09-08,8,9,1970,2,3
252,1970-09-09,9,9,1970,3,3
253,1970-09-10,10,9,1970,4,3
254,1970-09-11,11,9,1970,5,3
255,1970-09-12,12,9,1970,6,3
256,1970-09-13,13,9,1970,0,3
257,1970-09-14,14,9,1970,1,3
258,1970-09-15,15,9,1970,2,3
259,1970-09-16,16,9,1970,3,3
260,1970-09-17,17,9,1970,4,3
261,1970-09-18,18,9,1970,5,3
262,1970-09-19,19,9,1970,6,3
263,1970-09-20,20,9,1970,0,3
264,1970-09-21,21,9,1970,1,3
265,1970-09-22,22,9,1970,2,3
266,1970-09-23,23,9,1970,3,3
267,1970-09-24,24,9,1970,4,3
268,1970-09-25,25,9,1970,5,3
269,1970-09-26,26,9,1970,6,3
270,1970-09-27,27,9,1970,0,3
271,1970-09-28,28,9,1970,1,3
272,1970-09-29,29,9,1970,2,3
273,1970-09-30,30,9,1970,3,3
274,1970-10-01,1,10,1970,4,4
275,1970-10-02,2,10,1970,5,4
276,1970-10-03,3,10,1970,6,4
277,1970-10-04,4,10,1970,0,4
278,1970-10-05,5,10,1970,1,4
279,1970-10-06,6,10,1970,2,4
280,1970-10-07,7,10,1970,3,4
281,1970-10-08,8,10,1970,4,4
282,1970-10-09,9,10,1970,5,4
283,1970-10-10,10,10,1970,6,4
284,1970-10-11,11,10,1970,0,4
285,1970-10-12,12,10,1970,1,4
286,1970-10-13,13,10,1970,2,4
287,1970-10-14,14,10,1970,3,4
288,1970-10-15,15,10,1970,4,4
289,1970-10-16,16,10,1970,5,4
290,1970-10-17,17,10,1970,6,4
291,1970-10-18,18,10,1970,0,4
292,1970-10-19,19,10,1970,1,4
293,1970-10-20,20,10,1970,2,4
294,1970-10-21,21,10,1970,3,4
295,1970-10-22,22,10,1970,4,4
296,1970-10-23,23,10,1970,5,4
297,1970-10-24,24,10,1970,6,4
298,1970-10-25,25,10,1970,0,4
299,1970-10-26,26,10,1970,1,4
300,1970-10-27,27,10,1970,2,4
301,1970-10-28,28,10,1970,3,4
302,1970-10-29,29,10,1970,4,4
303,1970-10-30,30,10,1970,5,4
304,1970-10-31,31,10,1970,6,4
305,1970-11-01,1,11,1970,0,4
306,1970-11-02,2,11,1970,1,4
307,1970-11-03,3,11,1970,2,4
308,1970-11-04,4,11,1970,3,4
309,1970-11-05,5,11,1970,4,4
310,1970-11-06,6,11,1970,5,4
311,1970-11-07,7,11,1970,6,4
312,1970-11-08,8,11,1970,0,4
313,1970-11-09,9,11,1970,1,4
314,1970-11-10,10,11,1970,2,4
315,1970-11-11,11,11,1970,3,4
316,1970-11-12,12,11,1970,4,4
317,1970-11-13,13,11,1970,5,4
318,1970-11-14,14,11,1970,6,4
319,1970-11-15,15,11,1970,0,4
320,1970-11-16,16,11,1970,1,4
321,1970-11-17,17,11,1970,2,4
322,1970-11-18,18,11,1970,3,4
323,1970-11-19,19,11,1970,4,4
324,1970-11-20,20,11,1970,5,4
325,1970-11-21,21,11,1970,6,4
326,1970-11-22,22,11,1970,0,4
327,1970-11-23,23,11,1970,1,4
328,1970-11-24,24,11,1970,2,4
329,1970-11-25,25,11,1970,3,4
330,1970-11-26,26,11,1970,4,4
331,1970-11-27,27,11,1970,5,4
332,1970-11-28,28,11,1970,6,4
333,1970-11-29,29,11,1970,0,4
334,1970-11-30,30,11,1970,1,4
335,1970-12-01,1,12,1970,2,4
336,1970-12-02,2,12,1970,3,4
337,1970-12-03,3,12,1970,4,4
338,1970-12-04,4,12,1970,5,4
339,1970-12-05,5,12,1970,6,4
340,1970-12-06,6,12,1970,0,4
341,1970-12-07,7,12,1970,1,4
342,1970-12-08,8,12,1970,2,4
343,1970-12-09,9,12,1970,3,4
344,1970-12-10,10,12,1970,4,4
345,1970-12-11,11,12,1970,5,4
346,1970-12-12,12,12,1970,6,4
347,1970-12-13,13,12,1970,0,4
348,1970-12-14,14,12,1970,1,4
349,1970-12-15,15,12,1970,2,4
350,1970-12-16,16,12,1970,3,4
351,1970-12-17,17,12,1970,4,4
352,1970-12-18,18,12,1970,5,4
353,1970-12-19,19,12,1970,6,4
354,1970-12-20,20,12,1970,0,4
355,1970-12-21,21,12,1970,1,4
356,1970-12-22,22,12,1970,2,4
357,1970-12-23,23,12,1970,3,4
358,1970-12-24,24,12,1970,4,4
359,1970-12-25,25,12,1970,5,4
360,1970-12-26,26,12,1970,6,4
361,1970-12-27,27,12,1970,0,4
362,1970-12-28,28,12,1970,1,4
363,1970-12-29,29,12,1970,2,4
364,1970-12-30,30,12,1970,3,4
365,1970-12-31,31,12,1970,4,4
366,1971-01-01,1,1,1971,5,1
367,1971-01-02,2,1,1971,6,1
368,1971-01-03,3,1,1971,0,1
369,1971-01-04,4,1,1971,1,1
370,1971-01-05,5,1,1971,2,1
371,1971-01-06,6,1,1971,3,1
372,1971-01-07,7,1,1971,4,1
373,1971-01-08,8,1,1971,5,1
374,1971-01-09,9,1,1971,6,1
375,1971-01-10,10,1,1971,0,1
376,1971-01-11,11,1,1971,1,1
377,1971-01-12,12,1,1971,2,1
378,1971-01-13,13,1,1971,3,1
379,1971-01-14,14,1,1971,4,1
380,1971-01-15,15,1,1971,5,1
381,1971-01-16,16,1,1971,6,1
382,1971-01-17,17,1,1971,0,1
383,1971-01-18,18,1,1971,1,1
384,1971-01-19,19,1,1971,2,1
385,1971-01-20,20,1,1971,3,1
386,1971-01-21,21,1,1971,4,1
387,1971-01-22,22,1,1971,5,1
388,1971-01-23,23,1,1971,6,1
389,1971-01-24,24,1,1971,0,1
390,1971-01-25,25,1,1971,1,1
391,1971-01-26,26,1,1971,2,1
392,1971-01-27,27,1,1971,3,1
393,1971-01-28,28,1,1971,4,1
394,1971-01-29,29,1,1971,5,1
395,1971-01-30,30,1,1971,6,1
396,1971-01-31,31,1,1971,0,1
397,1971-02-01,1,2,1971,1,1
398,1971-02-02,2,2,1971,2,1
399,1971-02-03,3,2,1971,3,1
400,1971-02-04,4,2,1971,4,1
401,1971-02-05,5,2,1971,5,1
402,1971-02-06,6,2,1971,6,1
403,1971-02-07,7,2,1971,0,1
404,1971-02-08,8,2,1971,1,1
405,1971-02-09,9,2,1971,2,1
406,1971-02-10,10,2,1971,3,1
407,1971-02-11,11,2,1971,4,1
408,1971-02-12,12,2,1971,5,1
409,1971-02-13,13,2,1971,6,1
410,1971-02-14,14,2,1971,0,1
411,1971-02-15,15,2,1971,1,1
412,1971-02-16,16,2,1971,2,1
413,1971-02-17,17,2,1971,3,1
414,1971-02-18,18,2,1971,4,1
415,1971-02-19,19,2,1971,5,1
416,1971-02-20,20,2,1971,6,1
417,1971-02-21,21,2,1971,0,1
418,1971-02-22,22,2,1971,1,1
419,1971-02-23,23,2,1971,2,1
420,1971-02-24,24,2,1971,3,1
421,1971-02-25,25,2,1971,4,1
422,1971-02-26,26,2,1971,5,1
423,1971-02-27,27,2,1971,6,1
424,1971-02-28,28,2,1971,0,1
425,1971-03-01,1,3,1971,1,1
426,1971-03-02,2,3,1971,2,1
427,1971-03-03,3,3,1971,3,1
428,1971-03-04,4,3,1971,4,1
429,1971-03-05,5,3,1971,5,1
430,1971-03-06,6,3,1971,6,1
431,1971-03-07,7,3,1971,0,1
432,1971-03-08,8,3,1971,1,1
433,1971-03-09,9,3,1971,2,1
434,1971-03-10,10,3,1971,3,1
435,1971-03-11,11,3,1971,4,1
436,1971-03-12,12,3,1971,5,1
437,1971-03-13,13,3,1971,6,1
438,1971-03-14,14,3,1971,0,1
439,1971-03-15,15,3,1971,1,1
440,1971-03-16,16,3,1971,2,1
441,1971-03-17,17,3,1971,3,1
442,1971-03-18,18,3,1971,4,1
443,1971-03-19,19,3,1971,5,1
444,1971-03-20,20,3,1971,6,1
445,1971-03-21,21,3,1971,0,1
446,1971-03-22,22,3,1971,1,1
447,1971-03-23,23,3,1971,2,1
448,1971-03-24,24,3,1971,3,1
449,1971-03-25,25,3,1971,4,1
450,1971-03-26,26,3,1971,5,1
451,1971-03-27,27,3,1971,6,1
452,1971-03-28,28,3,1971,0,1
453,1971-03-29,29,3,1971,1,1
454,1971-03-30,30,3,1971,2,1
455,1971-03-31,31,3,1971,3,1
456,1971-04-01,1,4,1971,4,2
457,1971-04-02,2,4,1971,5,2
458,1971-04-03,3,4,1971,6,2
459,1971-04-04,4,4,1971,0,2
460,1971-04-05,5,4,1971,1,2
461,1971-04-06,6,4,1971,2,2
462,1971-04-07,7,4,1971,3,2
463,1971-04-08,8,4,1971,4,2
464,1971-04-09,9,4,1971,5,2
465,1971-04-10,10,4,1971,6,2
466,1971-04-11,11,4,1971,0,2
467,1971-04-12,12,4,1971,1,2
468,1971-04-13,13,4,1971,2,2
469,1971-04-14,14,4,1971,3,2
470,1971-04-15,15,4,1971,4,2
471,1971-04-16,16,4,1971,5,2
472,1971-04-17,17,4,1971,6,2
473,1971-04-18,18,4,1971,0,2
474,1971-04-19,19,4,1971,1,2
475,1971-04-20,20,4,1971,2,2
476,1971-04-21,21,4,1971,3,2
477,1971-04-22,22,4,1971,4,2
478,1971-04-23,23,4,1971,5,2
479,1971-04-24,24,4,1971,6,2
480,1971-04-25,25,4,1971,0,2
481,1971-04-26,26,4,1971,1,2
482,1971-04-27,27,4,1971,2,2
483,1971-04-28,28,4,1971,3,2
484,1971-04-29,29,4,1971,4,2
485,1971-04-30,30,4,1971,5,2
486,1971-05-01,1,5,1971,6,2
487,1971-05-02,2,5,1971,0,2
488,1971-05-03,3,5,1971,1,2
489,1971-05-04,4,5,1971,2,2
490,1971-05-05,5,5,1971,3,2
491,1971-05-06,6,5,1971,4,2
492,1971-05-07,7,5,1971,5,2
493,1971-05-08,8,5,1971,6,2
494,1971-05-09,9,5,1971,0,2
495,1971-05-10,10,5,1971,1,2
496,1971-05-11,11,5,1971,2,2
497,1971-05-12,12,5,1971,3,2
498,1971-05-13,13,5,1971,4,2
499,1971-05-14,14,5,1971,5,2
500,1971-05-15,15,5,1971,6,2
501,1971-05-16,16,5,1971,0,2
502,1971-05-17,17,5,1971,1,2
503,1971-05-18,18,5,1971,2,2
504,1971-05-19,19,5,1971,3,2
505,1971-05-20,20,5,1971,4,2
506,1971-05-21,21,5,1971,5,2
507,1971-05-22,22,5,1971,6,2
508,1971-05-23,23,5,1971,0,2
509,1971-05-24,24,5,1971,1,2
510,1971-05-25,25,5,1971,2,2
511,1971-05-26,26,5,1971,3,2
512,1971-05-27,27,5,1971,4,2
513,1971-05-28,28,5,1971,5,2
514,1971-05-29,29,5,1971,6,2
515,1971-05-30,30,5,1971,0,2
516,1971-05-31,31,5,1971,1,2
517,1971-06-01,1,6,1971,2,2
518,1971-06-02,2,6,1971,3,2
519,1971-06-03,3,6,1971,4,2
520,1971-06-04,4,6,1971,5,2
521,1971-06-05,5,6,1971,6,2
522,1971-06-06,6,6,1971,0,2
523,1971-06-07,7,6,1971,1,2
524,1971-06-08,8,6,1971,2,2
525,1971-06-09,9,6,1971,3,2
526,1971-06-10,10,6,1971,4,2
527,1971-06-11,11,6,1971,5,2
528,1971-06-12,12,6,1971,6,2
529,1971-06-13,13,6,1971,0,2
530,1971-06-14,14,6,1971,1,2
531,1971-06-15,15,6,1971,2,2
532,1971-06-16,16,6,1971,3,2
533,1971-06-17,17,6,1971,4,2
534,1971-06-18,18,6,1971,5,2
535,1971-06-19,19,6,1971,6,2
536,1971-06-20,20,6,1971,0,2
537,1971-06-21,21,6,1971,1,2
538,1971-06-22,22,6,1971,2,2
539,1971-06-23,23,6,1971,3,2
540,1971-06-24,24,6,1971,4,2
541,1971-06-25,25,6,1971,5,2
542,1971-06-26,26,6,1971,6,2
543,1971-06-27,27,6,1971,0,2
544,1971-06-28,28,6,1971,1,2
545,1971-06-29,29,6,1971,2,2
546,1971-06-30,30,6,1971,3,2
547,1971-07-01,1,7,1971,4,3
548,1971-07-02,2,7,1971,5,3
549,1971-07-03,3,7,1971,6,3
550,1971-07-04,4,7,1971,0,3
551,1971-07-05,5,7,1971,1,3
552,1971-07-06,6,7,1971,2,3
553,1971-07-07,7,7,1971,3,3
554,1971-07-08,8,7,1971,4,3
555,1971-07-09,9,7,1971,5,3
556,1971-07-10,10,7,1971,6,3
557,1971-07-11,11,7,1971,0,3
558,1971-07-12,12,7,1971,1,3
559,1971-07-13,13,7,1971,2,3
560,1971-07-14,14,7,1971,3,3
561,1971-07-15,15,7,1971,4,3
562,1971-07-16,16,7,1971,5,3
563,1971-07-17,17,7,1971,6,3
564,1971-07-18,18,7,1971,0,3
565,1971-07-19,19,7,1971,1,3
566,1971-07-20,20,7,1971,2,3
567,1971-07-21,21,7,1971,3,3
568,1971-07-22,22,7,1971,4,3
569,1971-07-23,23,7,1971,5,3
570,1971-07-24,24,7,1971,6,3
571,1971-07-25,25,7,1971,0,3
572,1971-07-26,26,7,1971,1,3
573,1971-07-27,27,7,1971,2,3
574,1971-07-28,28,7,1971,3,3
575,1971-07-29,29,7,1971,4,3
576,1971-07-30,30,7,1971,5,3
577,1971-07-31,31,7,1971,6,3
578,1971-08-01,1,8,1971,0,3
579,1971-08-02,2,8,1971,1,3
580,1971-08-03,3,8,1971,2,3
581,1971-08-04,4,8,1971,3,3
582,1971-08-05,5,8,1971,4,3
583,1971-08-06,6,8,1971,5,3
584,1971-08-07,7,8,1971,6,3
585,1971-08-08,8,8,1971,0,3
586,1971-08-09,9,8,1971,1,3
587,1971-08-10,10,8,1971,2,3
588,1971-08-11,11,8,1971,3,3
589,1971-08-12,12,8,1971,4,3
590,1971-08-13,13,8,1971,5,3
591,1971-08-14,14,8,1971,6,3
592,1971-08-15,15,8,1971,0,3
593,1971-08-16,16,8,1971,1,3
594,1971-08-17,17,8,1971,2,3
595,1971-08-18,18,8,1971,3,3
596,1971-08-19,19,8,1971,4,3
597,1971-08-20,20,8,1971,5,3
598,1971-08-21,21,8,1971,6,3
599,1971-08-22,22,8,1971,0,3
600,1971-08-23,23,8,1971,1,3
601,1971-08-24,24,8,1971,2,3
602,1971-08-25,25,8,1971,3,3
603,1971-08-26,26,8,1971,4,3
604,1971-08-27,27,8,1971,5,3
605,1971-08-28,28,8,1971,6,3
606,1971-08-29,29,8,1971,0,3
607,1971-08-30,30,8,1971,1,3
608,1971-08-31,31,8,1971,2,3
609,1971-09-01,1,9,1971,3,3
610,1971-09-02,2,9,1971,4,3
611,1971-09-03,3,9,1971,5,3
612,1971-09-04,4,9,1971,6,3
613,1971-09-05,5,9,1971,0,3
614,1971-09-06,6,9,1971,1,3
615,1971-09-07,7,9,1971,2,3
616,1971-09-08,8,9,1971,3,3
617,1971-09-09,9,9,1971,4,3
618,1971-09-10,10,9,1971,5,3
619,1971-09-11,11,9,1971,6,3
620,1971-09-12,12,9,1971,0,3
621,1971-09-13,13,9,1971,1,3
622,1971-09-14,14,9,1971,2,3
623,1971-09-15,15,9,1971,3,3
624,1971-09-16,16,9,1971,4,3
625,1971-09-17,17,9,1971,5,3
626,1971-09-18,18,9,1971,6,3
627,1971-09-19,19,9,1971,0,3
628,1971-09-20,20,9,1971,1,3
629,1971-09-21,21,9,1971,2,3
630,1971-09-22,22,9,1971,3,3
631,1971-09-23,23,9,1971,4,3
632,1971-09-24,24,9,1971,5,3
633,1971-09-25,25,9,1971,6,3
634,1971-09-26,26,9,1971,0,3
635,1971-09-27,27,9,1971,1,3
636,1971-09-28,28,9,1971,2,3
637,1971-09-29,29,9,1971,3,3
638,1971-09-30,30,9,1971,4,3
639,1971-10-01,1,10,1971,5,4
640,1971-10-02,2,10,1971,6,4
641,1971-10-03,3,10,1971,0,4
642,1971-10-04,4,10,1971,1,4
643,1971-10-05,5,10,1971,2,4
644,1971-10-06,6,10,1971,3,4
645,1971-10-07,7,10,1971,4,4
646,1971-10-08,8,10,1971,5,4
647,1971-10-09,9,10,1971,6,4
648,1971-10-10,10,10,1971,0,4
649,1971-10-11,11,10,1971,1,4
650,1971-10-12,12,10,1971,2,4
651,1971-10-13,13,10,1971,3,4
652,1971-10-14,14,10,1971,4,4
653,1971-10-15,15,10,1971,5,4
654,1971-10-16,16,10,1971,6,4
655,1971-10-17,17,10,1971,0,4
656,1971-10-18,18,10,1971,1,4
657,1971-10-19,19,10,1971,2,4
658,1971-10-20,20,10,1971,3,4
659,1971-10-21,21,10,1971,4,4
660,1971-10-22,22,10,1971,5,4
661,1971-10-23,23,10,1971,6,4
662,1971-10-24,24,10,1971,0,4
663,1971-10-25,25,10,1971,1,4
664,1971-10-26,26,10,1971,2,4
665,1971-10-27,27,10,1971,3,4
666,1971-10-28,28,10,1971,4,4
667,1971-10-29,29,10,1971,5,4
668,1971-10-30,30,10,1971,6,4
669,1971-10-31,31,10,1971,0,4
670,1971-11-01,1,11,1971,1,4
671,1971-11-02,2,11,1971,2,4
672,1971-11-03,3,11,1971,3,4
673,1971-11-04,4,11,1971,4,4
674,1971-11-05,5,11,1971,5,4
675,1971-11-06,6,11,1971,6,4
676,1971-11-07,7,11,1971,0,4
677,1971-11-08,8,11,1971,1,4
678,1971-11-09,9,11,1971,2,4
679,1971-11-10,10,11,1971,3,4
680,1971-11-11,11,11,1971,4,4
681,1971-11-12,12,11,1971,5,4
682,1971-11-13,13,11,1971,6,4
683,1971-11-14,14,11,1971,0,4
684,1971-11-15,15,11,1971,1,4
685,1971-11-16,16,11,1971,2,4
686,1971-11-17,17,11,1971,3,4
687,1971-11-18,18,11,1971,4,4
688,1971-11-19,19,11,1971,5,4
689,1971-11-20,20,11,1971,6,4
690,1971-11-21,21,11,1971,0,4
691,1971-11-22,22,11,1971,1,4
692,1971-11-23,23,11,1971,2,4
693,1971-11-24,24,11,1971,3,4
694,1971-11-25,25,11,1971,4,4
695,1971-11-26,26,11,1971,5,4
696,1971-11-27,27,11,1971,6,4
697,1971-11-28,28,11,1971,0,4
698,1971-11-29,29,11,1971,1,4
699,1971-11-30,30,11,1971,2,4
700,1971-12-01,1,12,1971,3,4
